,start,end,length,delta_x,delta_y,angle
92,147630,148345,715,-4.272997546176214,-3.3028805271445236,52.29720711140907
93,151698,151930,232,0.051008619758306395,-2.6760290359481473,-1.0920003900817394
94,152246,152359,113,-1.761324342768475,-4.679151560284836,20.627320974954362
95,152400,152574,174,-2.107857429068943,-5.3038487514122465,21.673879843812724
96,152634,153128,494,-5.800767919016948,-8.559710242417452,34.124815829281324
97,153252,153346,94,-4.200135434226809,-9.908500211453202,22.97170645268215
98,153360,153888,528,-17.968853292816135,-4.785296683485711,75.08762946378019
99,161309,161950,641,1.4554203261697864,-2.7662820294917196,-27.75014509538727
100,165781,166111,330,4.376509622483823,-5.582830211369,-38.093717554226785
101,166222,166745,523,-2.6227073531147482,-0.818847305300082,72.66087838245355
102,167280,168052,772,-1.2474919060959024,-0.03449953238303749,88.41588238158755
103,174135,174681,546,-1.629749842177958,2.280918793063151,-35.54636161897376
104,177265,177454,189,-0.5185583902108704,-3.313737564615508,8.89394014042054
105,177476,177975,499,-3.8366703630248793,-4.712865735886169,39.148496942021424
